Município;IMEI1;IMEI2;Marca;Modelo;Capacidade;Entrega;Local de Uso;Situação; Patrimonio
Campo Mourão;352910000000000;115105000000000;Xiaomi;Redmi Note 12;128GB;Campo Mourão;Escola do município Campo Mourão;Danificado;1848
Campo Mourão;259692000000000;117436000000000;Motorola;Edge 40;256GB;Campo Mourão;Escola do município Campo Mourão;Em uso;1849
Campo Mourão;376702000000000;138889000000000;Multilaser;G Max 2;64GB;Campo Mourão;Escola do município Campo Mourão;Inservível;1850
Campo Mourão;961787000000000;938157000000000;Xiaomi;Poco X5;256GB;Campo Mourão;Escola do município Campo Mourão;Roubado;1851
Campo Mourão;887426000000000;261080000000000;Xiaomi;Redmi Note 12;128GB;Campo Mourão;Escola do município Campo Mourão;Em uso;1852
Campo Mourão;666589000000000;506658000000000;Apple;iPhone 15 Pro;256GB;Campo Mourão;Escola do município Campo Mourão;Em uso;1853
Campo Mourão;886385000000000;451981000000000;Multilaser;G Max 2;64GB;Campo Mourão;Escola do município Campo Mourão;Em uso;1854
Campo Mourão;846038000000000;505567000000000;Xiaomi;Poco X5;256GB;Campo Mourão;Escola do município Campo Mourão;Roubado;1855
Campo Mourão;334743000000000;197237000000000;Xiaomi;Poco X5;256GB;Campo Mourão;Escola do município Campo Mourão;Danificado;1856
Campo Mourão;772324000000000;248630000000000;Motorola;Moto G53;128GB;Campo Mourão;Escola do município Campo Mourão;Em uso;1857
Campo Mourão;794224000000000;419256000000000;Motorola;Edge 40;256GB;Campo Mourão;Escola do município Campo Mourão;Danificado;1858
Campo Mourão;971124000000000;515254000000000;Philco;Hit P10;128GB;Campo Mourão;Escola do município Campo Mourão;Inservível;1859
Campo Mourão;437441000000000;559511000000000;Multilaser;G Max 2;64GB;Campo Mourão;Escola do município Campo Mourão;Inservível;1860
Cândido de Abreu;521294000000000;463685000000000;Motorola;Moto G53;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1861
Cândido de Abreu;477329000000000;922213000000000;Samsung;Galaxy A14;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1862
Cândido de Abreu;539102000000000;327893000000000;Xiaomi;Redmi Note 12;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1863
Cândido de Abreu;409751000000000;909283000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1864
Cândido de Abreu;479048000000000;745444000000000;Apple;iPhone 13;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1865
Cândido de Abreu;269199000000000;151880000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1866
Cândido de Abreu;310536000000000;491966000000000;Samsung;Galaxy A14;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1867
Cândido de Abreu;110711000000000;686553000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1868
Cândido de Abreu;977083000000000;325641000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1869
Cândido de Abreu;512491000000000;782121000000000;Xiaomi;Redmi Note 12;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1870
Cândido de Abreu;559740000000000;179861000000000;Xiaomi;Poco X5;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1871
Cândido de Abreu;720647000000000;583888000000000;Apple;iPhone 13;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1872
Cândido de Abreu;297053000000000;495952000000000;Motorola;Moto G53;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1873
Cândido de Abreu;630964000000000;963081000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1874
Cândido de Abreu;397132000000000;360190000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1875
Cândido de Abreu;315522000000000;207316000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1876
Cândido de Abreu;511900000000000;449771000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1877
Cândido de Abreu;244816000000000;876994000000000;Samsung;Galaxy S23;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1878
Cândido de Abreu;796886000000000;265419000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1879
Cândido de Abreu;260797000000000;953587000000000;Xiaomi;Poco X5;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1880
Cândido de Abreu;153994000000000;630823000000000;Multilaser;G Max 2;64GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1881
Cândido de Abreu;948321000000000;741552000000000;Xiaomi;Redmi Note 12;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1882
Cândido de Abreu;510826000000000;651054000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1883
Cândido de Abreu;486053000000000;268744000000000;Motorola;Edge 40;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1884
Cândido de Abreu;654423000000000;590214000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Em uso;1885
Cândido de Abreu;385622000000000;535342000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1886
Cândido de Abreu;869205000000000;145984000000000;Philco;Hit P10;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Inservível;1887
Cândido de Abreu;443492000000000;727345000000000;Xiaomi;Poco X5;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Danificado;1888
Cândido de Abreu;543994000000000;355840000000000;Xiaomi;Redmi Note 12;128GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1889
Cândido de Abreu;424341000000000;555145000000000;Samsung;Galaxy S23;256GB;Cândido de Abreu;Escola do município Cândido de Abreu;Roubado;1890
Candói;497548000000000;795474000000000;Motorola;Moto G53;128GB;Candói;Escola do município Candói;Em uso;1891
Candói;952225000000000;548394000000000;Xiaomi;Redmi Note 12;128GB;Candói;Escola do município Candói;Inservível;1892
Candói;763568000000000;569717000000000;Samsung;Galaxy S23;256GB;Candói;Escola do município Candói;Roubado;1893
Candói;919713000000000;857250000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Danificado;1894
Candói;936412000000000;622156000000000;Motorola;Moto G53;128GB;Candói;Escola do município Candói;Roubado;1895
Candói;142516000000000;491327000000000;Apple;iPhone 15 Pro;256GB;Candói;Escola do município Candói;Danificado;1896
Candói;150094000000000;291419000000000;Apple;iPhone 15 Pro;256GB;Candói;Escola do município Candói;Inservível;1897
Candói;475489000000000;504379000000000;Motorola;Edge 40;256GB;Candói;Escola do município Candói;Inservível;1898
Candói;488580000000000;777439000000000;Motorola;Moto G53;128GB;Candói;Escola do município Candói;Inservível;1899
Candói;990414000000000;952767000000000;Philco;Hit P10;128GB;Candói;Escola do município Candói;Roubado;1900
Candói;385505000000000;457529000000000;Motorola;Edge 40;256GB;Candói;Escola do município Candói;Em uso;1901
Candói;801542000000000;310483000000000;Motorola;Edge 40;256GB;Candói;Escola do município Candói;Danificado;1902
Candói;535353000000000;726734000000000;Apple;iPhone 13;128GB;Candói;Escola do município Candói;Danificado;1903
Candói;281827000000000;824722000000000;Motorola;Edge 40;256GB;Candói;Escola do município Candói;Em uso;1904
Candói;210610000000000;977891000000000;Multilaser;G Max 2;64GB;Candói;Escola do município Candói;Em uso;1905
Candói;187906000000000;116462000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Inservível;1906
Candói;447096000000000;560315000000000;Apple;iPhone 15 Pro;256GB;Candói;Escola do município Candói;Inservível;1907
Candói;454048000000000;575534000000000;Philco;Hit P10;128GB;Candói;Escola do município Candói;Em uso;1908
Candói;105378000000000;104176000000000;Apple;iPhone 13;128GB;Candói;Escola do município Candói;Danificado;1909
Candói;153177000000000;891977000000000;Motorola;Edge 40;256GB;Candói;Escola do município Candói;Inservível;1910
Candói;749130000000000;834645000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Em uso;1911
Candói;323957000000000;625457000000000;Philco;Hit P10;128GB;Candói;Escola do município Candói;Inservível;1912
Candói;694087000000000;403576000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Inservível;1913
Candói;192730000000000;678916000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Em uso;1914
Candói;294215000000000;900046000000000;Motorola;Moto G53;128GB;Candói;Escola do município Candói;Danificado;1915
Candói;824852000000000;481573000000000;Motorola;Edge 40;256GB;Candói;Escola do município Candói;Em uso;1916
Candói;718970000000000;630183000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Roubado;1917
Candói;430448000000000;482588000000000;Multilaser;G Max 2;64GB;Candói;Escola do município Candói;Danificado;1918
Candói;723121000000000;122406000000000;Xiaomi;Poco X5;256GB;Candói;Escola do município Candói;Roubado;1919
Candói;669970000000000;993875000000000;Samsung;Galaxy A14;128GB;Candói;Escola do município Candói;Em uso;1920
Cantagalo;425206000000000;665661000000000;Xiaomi;Redmi Note 12;128GB;Cantagalo;Escola do município Cantagalo;Em uso;1921
Cantagalo;758714000000000;458283000000000;Samsung;Galaxy A14;128GB;Cantagalo;Escola do município Cantagalo;Danificado;1922
Cantagalo;447803000000000;535461000000000;Samsung;Galaxy A14;128GB;Cantagalo;Escola do município Cantagalo;Em uso;1923
Cantagalo;710534000000000;741984000000000;Apple;iPhone 13;128GB;Cantagalo;Escola do município Cantagalo;Em uso;1924
Cantagalo;935227000000000;172997000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Inservível;1925
Cantagalo;205680000000000;937601000000000;Xiaomi;Redmi Note 12;128GB;Cantagalo;Escola do município Cantagalo;Roubado;1926
Cantagalo;353294000000000;441337000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1927
Cantagalo;804518000000000;332149000000000;Multilaser;G Max 2;64GB;Cantagalo;Escola do município Cantagalo;Em uso;1928
Cantagalo;582266000000000;557347000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Inservível;1929
Cantagalo;423736000000000;622620000000000;Apple;iPhone 13;128GB;Cantagalo;Escola do município Cantagalo;Em uso;1930
Cantagalo;418427000000000;337087000000000;Samsung;Galaxy S23;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1931
Cantagalo;506717000000000;420878000000000;Samsung;Galaxy A14;128GB;Cantagalo;Escola do município Cantagalo;Inservível;1932
Cantagalo;825506000000000;162910000000000;Philco;Hit P10;128GB;Cantagalo;Escola do município Cantagalo;Em uso;1933
Cantagalo;880812000000000;428929000000000;Apple;iPhone 13;128GB;Cantagalo;Escola do município Cantagalo;Roubado;1934
Cantagalo;110906000000000;688592000000000;Samsung;Galaxy S23;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1935
Cantagalo;725434000000000;769463000000000;Apple;iPhone 15 Pro;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1936
Cantagalo;108618000000000;873839000000000;Philco;Hit P10;128GB;Cantagalo;Escola do município Cantagalo;Inservível;1937
Cantagalo;221299000000000;535022000000000;Samsung;Galaxy S23;256GB;Cantagalo;Escola do município Cantagalo;Em uso;1938
Cantagalo;362674000000000;518835000000000;Samsung;Galaxy S23;256GB;Cantagalo;Escola do município Cantagalo;Inservível;1939
Cantagalo;745210000000000;163841000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Inservível;1940
Cantagalo;475928000000000;332990000000000;Motorola;Moto G53;128GB;Cantagalo;Escola do município Cantagalo;Danificado;1941
Cantagalo;106369000000000;247708000000000;Apple;iPhone 13;128GB;Cantagalo;Escola do município Cantagalo;Danificado;1942
Cantagalo;122368000000000;450422000000000;Apple;iPhone 15 Pro;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1943
Cantagalo;266996000000000;783123000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Danificado;1944
Cantagalo;776912000000000;102743000000000;Motorola;Moto G53;128GB;Cantagalo;Escola do município Cantagalo;Inservível;1945
Cantagalo;130386000000000;983688000000000;Apple;iPhone 13;128GB;Cantagalo;Escola do município Cantagalo;Danificado;1946
Cantagalo;489205000000000;554944000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1947
Cantagalo;133135000000000;664516000000000;Philco;Hit P10;128GB;Cantagalo;Escola do município Cantagalo;Inservível;1948
Cantagalo;647758000000000;146310000000000;Xiaomi;Poco X5;256GB;Cantagalo;Escola do município Cantagalo;Roubado;1949
Cantagalo;262975000000000;675010000000000;Motorola;Edge 40;256GB;Cantagalo;Escola do município Cantagalo;Em uso;1950
Capanema;705521000000000;912344000000000;Multilaser;G Max 2;64GB;Capanema;Escola do município Capanema;Danificado;1951
Capanema;185828000000000;567279000000000;Samsung;Galaxy S23;256GB;Capanema;Escola do município Capanema;Roubado;1952
Capanema;467236000000000;314991000000000;Samsung;Galaxy S23;256GB;Capanema;Escola do município Capanema;Em uso;1953
Capanema;217856000000000;859557000000000;Motorola;Edge 40;256GB;Capanema;Escola do município Capanema;Roubado;1954
Capanema;135168000000000;859209000000000;Philco;Hit P10;128GB;Capanema;Escola do município Capanema;Inservível;1955
Capanema;649146000000000;296376000000000;Apple;iPhone 15 Pro;256GB;Capanema;Escola do município Capanema;Roubado;1956
Capanema;901599000000000;144726000000000;Motorola;Edge 40;256GB;Capanema;Escola do município Capanema;Em uso;1957
Capanema;613549000000000;488519000000000;Philco;Hit P10;128GB;Capanema;Escola do município Capanema;Roubado;1958
Capanema;759504000000000;267484000000000;Multilaser;G Max 2;64GB;Capanema;Escola do município Capanema;Inservível;1959
Capanema;765028000000000;861395000000000;Xiaomi;Poco X5;256GB;Capanema;Escola do município Capanema;Danificado;1960
Capanema;873238000000000;484561000000000;Apple;iPhone 15 Pro;256GB;Capanema;Escola do município Capanema;Em uso;1961
Capanema;781270000000000;972450000000000;Apple;iPhone 13;128GB;Capanema;Escola do município Capanema;Inservível;1962
Capanema;401759000000000;552214000000000;Apple;iPhone 15 Pro;256GB;Capanema;Escola do município Capanema;Danificado;1963
Capanema;945776000000000;765446000000000;Multilaser;G Max 2;64GB;Capanema;Escola do município Capanema;Roubado;1964
Capanema;288079000000000;505493000000000;Multilaser;G Max 2;64GB;Capanema;Escola do município Capanema;Inservível;1965
Capanema;937882000000000;550324000000000;Apple;iPhone 15 Pro;256GB;Capanema;Escola do município Capanema;Inservível;1966
Capanema;224911000000000;453446000000000;Apple;iPhone 13;128GB;Capanema;Escola do município Capanema;Roubado;1967
Capanema;183552000000000;609321000000000;Multilaser;G Max 2;64GB;Capanema;Escola do município Capanema;Inservível;1968
Capanema;893207000000000;534295000000000;Philco;Hit P10;128GB;Capanema;Escola do município Capanema;Roubado;1969
Capanema;839252000000000;681667000000000;Philco;Hit P10;128GB;Capanema;Escola do município Capanema;Danificado;1970
Capanema;463369000000000;543402000000000;Motorola;Edge 40;256GB;Capanema;Escola do município Capanema;Em uso;1971
Capanema;339707000000000;504130000000000;Multilaser;G Max 2;64GB;Capanema;Escola do município Capanema;Em uso;1972
Capanema;126597000000000;913451000000000;Samsung;Galaxy A14;128GB;Capanema;Escola do município Capanema;Danificado;1973
Capanema;908113000000000;992570000000000;Xiaomi;Poco X5;256GB;Capanema;Escola do município Capanema;Danificado;1974
Capanema;230862000000000;990817000000000;Xiaomi;Poco X5;256GB;Capanema;Escola do município Capanema;Em uso;1975
Capanema;686435000000000;977705000000000;Samsung;Galaxy S23;256GB;Capanema;Escola do município Capanema;Em uso;1976
Capanema;386952000000000;905664000000000;Motorola;Moto G53;128GB;Capanema;Escola do município Capanema;Roubado;1977
Capanema;996706000000000;622466000000000;Samsung;Galaxy S23;256GB;Capanema;Escola do município Capanema;Em uso;1978
